Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Revenue_per_Month,Average_Monthly_Charges,Charges_Evolution,Total_Services,Contract_Risk_Score,Payment_Risk_Score,Service_Dependency_Score,Loyalty_Adjusted_Value,Gender_Encoded,Contract_Encoded,Payment Method_Encoded,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Value_Segment_Low,Value_Segment_Medium,Value_Segment_High,Value_Segment_Premium,customer_sentiment,sentiment_encoded,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9
No,No,No,-0.207624098,Yes,Yes,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.338234347,0.138741817,No,0.42874779,0.42874779,-2.07128902,3,3,1,0.19141875,0.307540903,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,Yes,0.262977415,Yes,Yes,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),0.376667008,0.548749267,No,0.417664582,0.417664582,-0.898837434,4,2,1,0.19141875,0.538592867,1,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,Yes,-0.723022973,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,0.360587002,-0.459853231,No,0.301795687,0.301795687,1.51990471,4,3,2,0.359472591,-0.110705539,1,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.36834526,-1.2072875,2.4570155,0.44539,-0.08594753,-0.5492687,-0.48616275,-0.44052333,-0.47625196,-0.36426395
Yes,Yes,No,0.661406842,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.630691289,0.92261504,No,0.586375463,0.586375463,1.213190569,5,2,1,0.645020411,0.822158297,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,Yes,No,0.211050624,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-0.968142791,-0.247059294,No,-0.970191965,-0.970191965,-0.174144281,1,1,2,-0.490545965,-0.607871651,0,2,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
No,Yes,Yes,-0.67401766,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-0.942238832,-0.855191652,No,-1.002121823,-1.002121823,1.083521043,1,1,1,-0.490545965,-0.861959026,1,2,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,-0.27658784,-1.2411051,2.0415382,0.50568014,-0.38966513,-0.72269654,-0.51118773,-0.35992122,-0.32493585,-0.3322823
No,No,No,0.193276135,Yes,No,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,0.540400784,0.516715282,No,0.491679673,0.491679673,1.306896021,5,1,3,0.645020411,0.610954088,1,2,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
Yes,No,No,0.296512848,Yes,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.277318976,0.513069177,No,0.248667593,0.248667593,0.763300827,4,3,1,0.19141875,0.48760657,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
Yes,Yes,No,0.482583998,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),0.425729588,0.736436933,No,0.454853452,0.454853452,-0.611169338,4,3,1,0.359472591,0.64200138,0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,Yes,0.687254774,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),-0.009102358,0.695761727,No,0.010376653,0.010376653,-0.438043333,5,1,1,0.359472591,0.399941188,1,2,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,No,0.687254774,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-0.83481868,0.136901812,No,-0.839864955,-0.839864955,-0.066214819,1,1,1,-0.490545965,-0.361425124,1,2,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
No,No,No,-0.836928894,Yes,No,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,0.013644778,-0.679016851,No,0.014970824,0.014970824,-0.007231057,5,1,2,0.509454035,-0.4313473,0,2,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.42563426,-1.4771507,2.3234193,0.4351063,0.05432329,-0.5723746,-0.46943295,-0.6310379,-0.50067323,-0.5751997
No,Yes,No,0.511446374,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,0.414142492,0.730224611,No,0.380919864,0.380919864,0.900692771,4,3,3,0.359472591,0.643454053,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,-0.776797309,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.364455886,-0.650738223,No,-0.210280248,-0.210280248,-3.54063765,2,3,1,-0.222876017,-0.53744437,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.19381535,-1.2758217,2.1820574,0.39317533,-0.23232944,-0.6835278,-0.4488418,-0.33200902,-0.35251272,-0.35158113
No,No,No,-0.042779616,Yes,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.198225655,0.234160625,No,0.252645245,0.252645245,-1.23199204,2,3,3,-0.222876017,0.30634114,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,-0.776797309,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),-0.936277633,-0.912230475,No,-0.941165102,-0.941165102,-0.102870758,1,3,1,-0.490545965,-0.926387073,1,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,-0.27553344,-1.2461529,2.0514102,0.37067083,-0.33148023,-0.72240233,-0.50351363,-0.2668866,-0.3195271,-0.27390444
No,Yes,Yes,0.525677826,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.157661189,0.639596039,No,0.135592083,0.135592083,0.580221333,6,3,1,0.76880815,0.478105419,1,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.2044867,0.6997704,-0.6000474,0.25927567,-0.20034611,0.24076413,0.77594614,0.8706671,-0.010814726,0.9306907
No,Yes,Yes,-0.586532311,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-0.969141504,-0.69467245,No,-0.85556065,-0.85556065,-2.618375849,1,1,2,-0.490545965,-0.841436207,0,2,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,-0.36050308,-1.1907418,2.1353538,0.49067277,-0.40461156,-0.849035,-0.46757147,-0.47342625,-0.46684057,-0.44693652
No,Yes,Yes,-0.586532311,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-0.958165602,-0.819243549,No,-1.049488836,-1.049488836,1.753562559,1,1,1,-0.490545965,-0.830207884,1,2,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,-0.38642967,-1.2218013,2.130579,0.4198404,-0.47218922,-0.84187776,-0.4487818,-0.53433126,-0.45066005,-0.41396803
No,No,No,0.119596547,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-0.946216366,-0.297447206,No,-0.969141663,-0.969141663,0.281429297,1,1,2,-0.490545965,-0.597698176,1,2,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
No,Yes,Yes,0.423157935,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-0.932306863,-0.088847556,No,-0.927341905,-0.927341905,-0.31246002,1,1,2,-0.490545965,-0.524434205,0,2,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
Yes,No,No,-0.260189291,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.596206725,0.119460957,No,0.542958482,0.542958482,1.429773849,5,3,1,0.645020411,0.416798967,0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,No,No,-0.345149111,No,No phone service,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,-0.58546716,-0.344620596,No,-0.563316796,-0.563316796,-0.602539836,2,1,2,-0.222876017,-0.379858371,0,2,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,No,0.621866998,Yes,Yes,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),0.325706941,0.777839816,No,0.29533524,0.29533524,0.814484883,3,2,1,0.19141875,0.617848453,1,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
Yes,No,No,-0.67401766,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.169388302,-0.413341817,No,0.230134392,0.230134392,-1.38278303,2,3,3,0,-0.141315749,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.39343917,-1.3477385,2.2079313,0.46382147,-0.25279796,-0.6803503,-0.415869,-0.7888938,-0.76068544,-0.5331226
No,No,Yes,-0.989731303,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-0.964149755,-1.179264899,No,-0.97430107,-0.97430107,0,1,3,2,-0.490545965,-1.188926573,1,0,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,-0.44977462,-1.2143817,2.144075,0.3436212,-0.41659254,-0.61607087,-0.32296944,-0.57955825,-0.45276234,-0.41543603
No,No,No,-0.723022973,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,-0.267878383,-0.614224271,No,-0.313393771,-0.313393771,1.036297141,3,3,2,0,-0.423617504,1,0,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.20418048,-1.2279556,2.2972727,0.43891782,-0.11899653,-0.61851144,-0.5977926,-0.30965936,-0.27212623,-0.4253194
No,No,No,-0.406811682,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,-0.951192159,-0.62546997,No,-0.964784495,-0.964784495,0.078549439,1,2,2,-0.490545965,-0.746669092,1,1,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
No,No,No,0,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,0.348072299,0.309323613,No,0.366079754,0.366079754,-0.354203479,4,3,2,0.359472591,0.416402561,1,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
Yes,No,No,-0.989731303,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.452363059,-1.034855712,No,-0.455571372,-0.455571372,0,1,3,2,-0.490545965,-0.942857833,1,0,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.25036633,-1.1807512,2.227001,0.28519773,-0.26509583,-0.59061724,-0.50383306,-0.40414304,-0.39187193,-0.28216273
No,Yes,Yes,-0.260189291,Yes,No,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,-0.26417721,-0.113185229,No,-0.187178869,-0.187178869,-1.794090848,2,3,2,0,-0.0980555,0,0,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,No,-0.906122343,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),-0.024587204,-0.777367384,No,0.065891946,0.065891946,-2.087096274,4,3,1,0.509454035,-0.57428478,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.3607297,-1.2887826,2.2082725,0.3940052,-0.025253586,-0.7262972,-0.57849056,-0.5877291,-0.5683038,-0.47761756
No,Yes,Yes,0.020797847,Yes,Yes,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.238708844,0.298377353,No,0.279663355,0.279663355,-0.911252598,3,3,1,0,0.359026563,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,Yes,0.608472947,Yes,Yes,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),-0.0848373,0.601051375,No,-0.072664647,-0.072664647,-0.279497555,4,1,1,0.19141875,0.324111086,1,2,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,Yes,0.175253776,Yes,Yes,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),0.441763669,0.487595318,No,0.450276383,0.450276383,-0.114532448,4,1,1,0.359472591,0.545494288,1,2,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,Yes,0.279848335,Yes,No,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,-0.154488421,0.367930131,No,-0.070661776,-0.070661776,-1.941893813,4,3,2,0.19141875,0.183738317,1,0,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,-0.906122343,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-0.950196653,-1.09543202,No,-1.034557782,-1.034557782,1.60886677,1,3,2,-0.490545965,-1.060095559,1,0,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,-0.27188718,-1.1400896,2.0620847,0.44755876,-0.2025541,-0.6577337,-0.5261402,-0.23562792,-0.14642173,-0.1804533
No,No,No,0.245892753,Yes,No,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,-0.048296662,0.360052424,No,-0.03074904,-0.03074904,-0.399003963,5,2,2,0.509454035,0.250951694,0,1,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,Yes,0.497082929,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-0.848518789,0.034494012,No,-0.839270243,-0.839270243,-0.380866528,1,1,1,-0.490545965,-0.408272232,0,2,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
No,Yes,Yes,0.497082929,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.405225358,0.720487433,No,0.383968937,0.383968937,0.605283663,4,3,3,0.509454035,0.633457081,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,No,No,0.674380521,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.732110535,0.995423909,No,0.758091746,0.758091746,-0.507275283,7,1,2,0.88278248,0.886928699,0,2,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,Yes,No,0.345335423,Yes,Yes,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),-0.178386476,0.379313926,No,-0.14940133,-0.14940133,-0.684918582,3,2,1,0,0.184504158,0,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,No,-0.586532311,Yes,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,-0.088495747,-0.368697554,No,0.004469777,0.004469777,-2.147675618,4,1,2,0.359472591,-0.193285934,0,2,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.38336813,-1.1778712,2.2558897,0.49453545,-0.11471653,-0.7907751,-0.6523627,-0.38431537,-0.36955315,-0.42007467
No,No,No,0.621866998,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-0.951192159,-0.029520708,No,-0.968653505,-0.968653505,0.161703118,1,1,1,-0.490545965,-0.519250866,1,2,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
No,No,No,0.361240019,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.077184625,0.504074868,No,0.102852316,0.102852316,-0.570668468,1,3,1,-0.490545965,0.374919875,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,No,0.407923413,Yes,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),0.436420207,0.68623339,No,0.476853695,0.476853695,-0.880012918,4,3,1,0.359472591,0.625076535,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,No,0.567613019,Yes,No,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),0.195523912,0.710747594,No,0.230048202,0.230048202,-0.764276137,3,2,1,0,0.515599103,0,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,Yes,0.635152387,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.33733977,0.820394727,No,0.375010358,0.375010358,-0.823599827,7,1,1,0.88278248,0.629139746,0,2,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.2044867,0.6997704,-0.6000474,0.25927567,-0.20034611,0.24076413,0.77594614,0.8706671,-0.010814726,0.9306907
No,Yes,No,0.041227311,Yes,No,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,-0.389643191,0.031002043,No,-0.408421506,-0.408421506,0.375127865,2,3,2,-0.222876017,-0.07285068,0,0,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,No,0.581348639,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-0.961156874,-0.065744533,No,-0.982745304,-0.982745304,0.246406596,1,1,1,-0.490545965,-0.538520419,0,2,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
No,Yes,No,0.553758003,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.60859118,0.865131164,No,0.655323825,0.655323825,-1.016999782,6,2,3,0.76880815,0.776730741,0,1,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,Yes,No,-0.182380612,Yes,No,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.283597656,0.12282105,No,0.296642883,0.296642883,-0.243895899,3,3,3,0.19141875,0.289782593,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,Yes,0.687254774,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-0.847539326,0.114340696,No,-0.863284522,-0.863284522,0.163470811,1,1,1,-0.490545965,-0.376832301,0,2,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
No,Yes,Yes,0.061306134,No,No phone service,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,-0.655044749,-0.125803561,No,-0.705405295,-0.705405295,1.011818571,2,3,3,-0.490545965,-0.297487541,0,0,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
Yes,No,No,0.674380521,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),0.526207749,0.92126342,No,0.557064963,0.557064963,-0.642892398,5,2,1,0.509454035,0.761287875,0,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,Yes,0.100476143,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.627156556,0.499085522,No,0.687524487,0.687524487,-1.34247303,6,3,1,0.76880815,0.622189626,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,Yes,Yes,0.119596547,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-0.865190918,-0.226634517,No,-0.890219873,-0.890219873,0.360242423,1,1,1,-0.490545965,-0.50089953,0,2,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
No,Yes,Yes,-0.836928894,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.18741651,-0.646119827,No,0.173637343,0.173637343,0.385498467,2,3,3,0,-0.35614055,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.36612487,-1.2967434,2.384275,0.33510667,-0.16475742,-0.62239575,-0.44775376,-0.54254663,-0.5326096,-0.43734
No,No,No,-0.836928894,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,0.351648649,-0.6401252,No,0.203871151,0.203871151,3.721104334,4,3,2,0.359472591,-0.288933621,1,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.34466517,-1.2344527,2.3753486,0.33131284,-0.20460454,-0.68258494,-0.48792377,-0.59116334,-0.58495057,-0.55396575
